Cdid;Cdname;Caption;Mcaption;Cdgrp;Cdidx;Cdval;Ftag;Visible;App
8090618;VILLAGE;Trapeang Roka;"{""en"":""Trapeang Roka"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;18;8090618;;1;ncbsCbs
8090619;VILLAGE;Chambak Phluoh;"{""en"":""Chambak Phluoh"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;19;8090619;;1;ncbsCbs
8090620;VILLAGE;Thlok Angkrong;"{""en"":""Thlok Angkrong"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;20;8090620;;1;ncbsCbs
8090621;VILLAGE;Thlok Trabaek;"{""en"":""Thlok Trabaek"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;21;8090621;;1;ncbsCbs
8090622;VILLAGE;Banteay Touch;"{""en"":""Banteay Touch"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;22;8090622;;1;ncbsCbs
8090700;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;8090700;;1;ncbsCbs
8090701;VILLAGE;Tuol Ampil;"{""en"":""Tuol Ampil"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;1;8090701;;1;ncbsCbs
8090702;VILLAGE;Ponhea Lueu;"{""en"":""Ponhea Lueu"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;2;8090702;;1;ncbsCbs
8090703;VILLAGE;Preaek Lvea;"{""en"":""Preaek Lvea"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;3;8090703;;1;ncbsCbs
8091000;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;8091000;;1;ncbsCbs
8091001;VILLAGE;Pou Mongkol;"{""en"":""Pou Mongkol"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;1;8091001;;1;ncbsCbs
8091002;VILLAGE;Slaeng Dei Doh;"{""en"":""Slaeng Dei Doh"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;2;8091002;;1;ncbsCbs
8091003;VILLAGE;Preaek Kdei;"{""en"":""Preaek Kdei"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;3;8091003;;1;ncbsCbs
8091100;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;8091100;;1;ncbsCbs
8091101;VILLAGE;Thommeak Trai;"{""en"":""Thommeak Trai"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;1;8091101;;1;ncbsCbs
8091102;VILLAGE;Mlu Meun;"{""en"":""Mlu Meun"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;2;8091102;;1;ncbsCbs
8091103;VILLAGE;Phsar Daek Leu;"{""en"":""Phsar Daek Leu"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;3;8091103;;1;ncbsCbs
8091104;VILLAGE;Phsar Daek Kraom;"{""en"":""Phsar Daek Kraom"",""vi"":"""",""lo"":"""",""km"":""?????????????"",""mn"":""""}";CTM;4;8091104;;1;ncbsCbs
8091105;VILLAGE;Pakdemakar;"{""en"":""Pakdemakar"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;5;8091105;;1;ncbsCbs
8091106;VILLAGE;Chambak Meas;"{""en"":""Chambak Meas"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;6;8091106;;1;ncbsCbs
8091107;VILLAGE;Tuol Angkunh;"{""en"":""Tuol Angkunh"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;7;8091107;;1;ncbsCbs
8091108;VILLAGE;Phnum;"{""en"":""Phnum"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;8;8091108;;1;ncbsCbs
8091109;VILLAGE;Chey Otdam;"{""en"":""Chey Otdam"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;9;8091109;;1;ncbsCbs
8091110;VILLAGE;Srah Pou;"{""en"":""Srah Pou"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;10;8091110;;1;ncbsCbs
8091300;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;8091300;;1;ncbsCbs
8091301;VILLAGE;Lvea;"{""en"":""Lvea"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;1;8091301;;1;ncbsCbs
8091302;VILLAGE;Srae Ta Meaeng;"{""en"":""Srae Ta Meaeng"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;2;8091302;;1;ncbsCbs
9070300;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;9070300;;1;ncbsCbs
9070301;VILLAGE;Chumnoab;"{""en"":""Chumnoab"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;1;9070301;;1;ncbsCbs
9070302;VILLAGE;Chrak Ruessei;"{""en"":""Chrak Ruessei"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;2;9070302;;1;ncbsCbs
9070400;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;9070400;;1;ncbsCbs
9070403;VILLAGE;Trapeang Chheu Trav;"{""en"":""Trapeang Chheu Trav"",""vi"":"""",""lo"":"""",""km"":""??????????????"",""mn"":""""}";CTM;3;9070403;;1;ncbsCbs
9070404;VILLAGE;Kokir Chrum;"{""en"":""Kokir Chrum"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;4;9070404;;1;ncbsCbs
9070500;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;9070500;;1;ncbsCbs
9070501;VILLAGE;Chi Phat;"{""en"":""Chi Phat"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;1;9070501;;1;ncbsCbs
9070502;VILLAGE;Kamlot;"{""en"":""Kamlot"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;2;9070502;;1;ncbsCbs
9070503;VILLAGE;Tuek L'ak;"{""en"":""Tuek L'ak"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;3;9070503;;1;ncbsCbs
9070504;VILLAGE;Choam Sla;"{""en"":""Choam Sla"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;4;9070504;;1;ncbsCbs
9070600;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;9070600;;1;ncbsCbs
9070601;VILLAGE;Kaoh;"{""en"":""Kaoh"",""vi"":"""",""lo"":"""",""km"":""???"",""mn"":""""}";CTM;1;9070601;;1;ncbsCbs
9070602;VILLAGE;Preaek Svay;"{""en"":""Preaek Svay"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;2;9070602;;1;ncbsCbs
10010100;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;10010100;;1;ncbsCbs
10010101;VILLAGE;Chhney;"{""en"":""Chhney"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;1;10010101;;1;ncbsCbs
10010102;VILLAGE;Chrouy Thma Kraom;"{""en"":""Chrouy Thma Kraom"",""vi"":"""",""lo"":"""",""km"":""?????????????"",""mn"":""""}";CTM;2;10010102;;1;ncbsCbs
10010103;VILLAGE;Chrouy Thma Leu;"{""en"":""Chrouy Thma Leu"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;3;10010103;;1;ncbsCbs
10010104;VILLAGE;Kampong Srae;"{""en"":""Kampong Srae"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;4;10010104;;1;ncbsCbs
10010105;VILLAGE;Kandal;"{""en"":""Kandal"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;5;10010105;;1;ncbsCbs
10010106;VILLAGE;Kaoh Kandaor;"{""en"":""Kaoh Kandaor"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;6;10010106;;1;ncbsCbs
10010200;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;10010200;;1;ncbsCbs
10010201;VILLAGE;Boeng Kieb;"{""en"":""Boeng Kieb"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;1;10010201;;1;ncbsCbs
10010202;VILLAGE;Bos;"{""en"":""Bos"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;2;10010202;;1;ncbsCbs
10010203;VILLAGE;Krouch;"{""en"":""Krouch"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;3;10010203;;1;ncbsCbs
10010204;VILLAGE;Prey Kou;"{""en"":""Prey Kou"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;4;10010204;;1;ncbsCbs
10010205;VILLAGE;Prahuot;"{""en"":""Prahuot"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;5;10010205;;1;ncbsCbs
10010206;VILLAGE;Pralay Triek;"{""en"":""Pralay Triek"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;6;10010206;;1;ncbsCbs
10010207;VILLAGE;Srae Sdach;"{""en"":""Srae Sdach"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;7;10010207;;1;ncbsCbs
10010208;VILLAGE;Srae Triek;"{""en"":""Srae Triek"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;8;10010208;;1;ncbsCbs
10010209;VILLAGE;27 Sen Chey;"{""en"":""27 Sen Chey"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;9;10010209;;1;ncbsCbs
10010300;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;10010300;;1;ncbsCbs
10010301;VILLAGE;Hanchey Ti Muoy;"{""en"":""Hanchey Ti Muoy"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;1;10010301;;1;ncbsCbs
10010302;VILLAGE;Hanchey Ti Pi;"{""en"":""Hanchey Ti Pi"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;2;10010302;;1;ncbsCbs
10010303;VILLAGE;Hanchey Ti Bei;"{""en"":""Hanchey Ti Bei"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;3;10010303;;1;ncbsCbs
11030202;VILLAGE;Andoung Kraloeng;"{""en"":""Andoung Kraloeng"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;2;11030202;;1;ncbsCbs
11030203;VILLAGE;Pu Tru;"{""en"":""Pu Tru"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;3;11030203;;1;ncbsCbs
11030204;VILLAGE;Pu Rang;"{""en"":""Pu Rang"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;4;11030204;;1;ncbsCbs
11040100;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11040100;;1;ncbsCbs
11040101;VILLAGE;Krang Teh;"{""en"":""Krang Teh"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;1;11040101;;1;ncbsCbs
11040102;VILLAGE;Lau Romiet;"{""en"":""Lau Romiet"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;2;11040102;;1;ncbsCbs
11040103;VILLAGE;Pu Rapet;"{""en"":""Pu Rapet"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;3;11040103;;1;ncbsCbs
11040104;VILLAGE;Tram Kach;"{""en"":""Tram Kach"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;4;11040104;;1;ncbsCbs
11040200;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11040200;;1;ncbsCbs
11040201;VILLAGE;Me Pai;"{""en"":""Me Pai"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;1;11040201;;1;ncbsCbs
11040202;VILLAGE;Pu Chrey Chang;"{""en"":""Pu Chrey Chang"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;2;11040202;;1;ncbsCbs
11040203;VILLAGE;Pu Chrey Chong Phang;"{""en"":""Pu Chrey Chong Phang"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;3;11040203;;1;ncbsCbs
11040204;VILLAGE;Pu Tang;"{""en"":""Pu Tang"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;4;11040204;;1;ncbsCbs
11040300;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11040300;;1;ncbsCbs
11040301;VILLAGE;Pu Krouch;"{""en"":""Pu Krouch"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;1;11040301;;1;ncbsCbs
11040302;VILLAGE;Pu Radaet;"{""en"":""Pu Radaet"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;2;11040302;;1;ncbsCbs
11040303;VILLAGE;Pu Kraeng;"{""en"":""Pu Kraeng"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;3;11040303;;1;ncbsCbs
11040400;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11040400;;1;ncbsCbs
11040401;VILLAGE;Pu Tuet;"{""en"":""Pu Tuet"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;1;11040401;;1;ncbsCbs
11040402;VILLAGE;Pu Reang;"{""en"":""Pu Reang"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;2;11040402;;1;ncbsCbs
11040403;VILLAGE;Bu Sra;"{""en"":""Bu Sra"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;3;11040403;;1;ncbsCbs
11040404;VILLAGE;Pu Til;"{""en"":""Pu Til"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;4;11040404;;1;ncbsCbs
11040405;VILLAGE;Lam Meh;"{""en"":""Lam Meh"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;5;11040405;;1;ncbsCbs
11040406;VILLAGE;Pu Cha;"{""en"":""Pu Cha"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;6;11040406;;1;ncbsCbs
11040407;VILLAGE;Pu Lu;"{""en"":""Pu Lu"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;7;11040407;;1;ncbsCbs
11050100;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11050100;;1;ncbsCbs
11050101;VILLAGE;Daeum Sral;"{""en"":""Daeum Sral"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;1;11050101;;1;ncbsCbs
11050102;VILLAGE;Chrey Saen;"{""en"":""Chrey Saen"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;2;11050102;;1;ncbsCbs
11050200;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11050200;;1;ncbsCbs
11050201;VILLAGE;Mean Leaph;"{""en"":""Mean Leaph"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;1;11050201;;1;ncbsCbs
11050202;VILLAGE;Daoh Kramom;"{""en"":""Daoh Kramom"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;2;11050202;;1;ncbsCbs
11050203;VILLAGE;Svay Chek;"{""en"":""Svay Chek"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;3;11050203;;1;ncbsCbs
11050204;VILLAGE;Lauka;"{""en"":""Lauka"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;4;11050204;;1;ncbsCbs
11050300;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11050300;;1;ncbsCbs
11050301;VILLAGE;Ou Spean;"{""en"":""Ou Spean"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;1;11050301;;1;ncbsCbs
11050302;VILLAGE;Chambak;"{""en"":""Chambak"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;2;11050302;;1;ncbsCbs
12040807;VILLAGE;Phum 7;"{""en"":""Phum 7"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;7;12040807;;1;ncbsCbs
12040808;VILLAGE;Phum 8;"{""en"":""Phum 8"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;8;12040808;;1;ncbsCbs
12040809;VILLAGE;Phum 9;"{""en"":""Phum 9"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;9;12040809;;1;ncbsCbs
12040810;VILLAGE;Phum 10;"{""en"":""Phum 10"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;10;12040810;;1;ncbsCbs
12040811;VILLAGE;Phum 11;"{""en"":""Phum 11"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;11;12040811;;1;ncbsCbs
12040812;VILLAGE;Phum 12;"{""en"":""Phum 12"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;12;12040812;;1;ncbsCbs
12040813;VILLAGE;Phum 13;"{""en"":""Phum 13"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;13;12040813;;1;ncbsCbs
12040814;VILLAGE;Phum 14;"{""en"":""Phum 14"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;14;12040814;;1;ncbsCbs
12040815;VILLAGE;Phum 15;"{""en"":""Phum 15"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;15;12040815;;1;ncbsCbs
12040816;VILLAGE;Phum 16;"{""en"":""Phum 16"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;16;12040816;;1;ncbsCbs
12040817;VILLAGE;Phum 17;"{""en"":""Phum 17"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;17;12040817;;1;ncbsCbs
12040818;VILLAGE;Phum 18;"{""en"":""Phum 18"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;18;12040818;;1;ncbsCbs
12040819;VILLAGE;Phum 19;"{""en"":""Phum 19"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;19;12040819;;1;ncbsCbs
12040820;VILLAGE;Phum 20;"{""en"":""Phum 20"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;20;12040820;;1;ncbsCbs
12040821;VILLAGE;Phum 21;"{""en"":""Phum 21"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;21;12040821;;1;ncbsCbs
12040822;VILLAGE;Phum 22;"{""en"":""Phum 22"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;22;12040822;;1;ncbsCbs
12040823;VILLAGE;Phum 23;"{""en"":""Phum 23"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;23;12040823;;1;ncbsCbs
12040900;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;12040900;;1;ncbsCbs
12040901;VILLAGE;Phum 1;"{""en"":""Phum 1"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;1;12040901;;1;ncbsCbs
12040902;VILLAGE;Phum 2;"{""en"":""Phum 2"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;2;12040902;;1;ncbsCbs
12040903;VILLAGE;Phum 3;"{""en"":""Phum 3"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;3;12040903;;1;ncbsCbs
12040904;VILLAGE;Phum 4;"{""en"":""Phum 4"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;4;12040904;;1;ncbsCbs
12040905;VILLAGE;Phum 5;"{""en"":""Phum 5"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;5;12040905;;1;ncbsCbs
12040906;VILLAGE;Phum 6;"{""en"":""Phum 6"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;6;12040906;;1;ncbsCbs
12040907;VILLAGE;Phum 7;"{""en"":""Phum 7"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;7;12040907;;1;ncbsCbs
12040908;VILLAGE;Phum 8;"{""en"":""Phum 8"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;8;12040908;;1;ncbsCbs
12040909;VILLAGE;Phum 9;"{""en"":""Phum 9"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;9;12040909;;1;ncbsCbs
12040910;VILLAGE;Phum 10;"{""en"":""Phum 10"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;10;12040910;;1;ncbsCbs
12040911;VILLAGE;Phum 11;"{""en"":""Phum 11"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;11;12040911;;1;ncbsCbs
12040912;VILLAGE;Phum 12;"{""en"":""Phum 12"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;12;12040912;;1;ncbsCbs
12040913;VILLAGE;Phum 13;"{""en"":""Phum 13"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;13;12040913;;1;ncbsCbs
12040914;VILLAGE;Phum 14;"{""en"":""Phum 14"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;14;12040914;;1;ncbsCbs
12040915;VILLAGE;Phum 15;"{""en"":""Phum 15"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;15;12040915;;1;ncbsCbs
12040916;VILLAGE;Phum 16;"{""en"":""Phum 16"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;16;12040916;;1;ncbsCbs
12041000;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;12041000;;1;ncbsCbs
12041001;VILLAGE;Phum 1;"{""en"":""Phum 1"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;1;12041001;;1;ncbsCbs
12041002;VILLAGE;Phum 2;"{""en"":""Phum 2"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;2;12041002;;1;ncbsCbs
8091303;VILLAGE;Spean Tumloab;"{""en"":""Spean Tumloab"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;3;8091303;;1;ncbsCbs
8091304;VILLAGE;Sdok Chhuk;"{""en"":""Sdok Chhuk"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;4;8091304;;1;ncbsCbs
8091305;VILLAGE;Srae Ta Sek;"{""en"":""Srae Ta Sek"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;5;8091305;;1;ncbsCbs
8091306;VILLAGE;Svay Leab;"{""en"":""Svay Leab"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;6;8091306;;1;ncbsCbs
8091307;VILLAGE;Trapeang Chrov;"{""en"":""Trapeang Chrov"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;7;8091307;;1;ncbsCbs
8091308;VILLAGE;Anhchanh;"{""en"":""Anhchanh"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;8;8091308;;1;ncbsCbs
8091309;VILLAGE;Trapeang Ruessei;"{""en"":""Trapeang Ruessei"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;9;8091309;;1;ncbsCbs
8091310;VILLAGE;Kamnab;"{""en"":""Kamnab"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;10;8091310;;1;ncbsCbs
8091311;VILLAGE;Baek Thlang;"{""en"":""Baek Thlang"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;11;8091311;;1;ncbsCbs
8091312;VILLAGE;Dambouk Mean Leak;"{""en"":""Dambouk Mean Leak"",""vi"":"""",""lo"":"""",""km"":""???????????????"",""mn"":""""}";CTM;12;8091312;;1;ncbsCbs
8091313;VILLAGE;Trapeang Andoung;"{""en"":""Trapeang Andoung"",""vi"":"""",""lo"":"""",""km"":""?????????????"",""mn"":""""}";CTM;13;8091313;;1;ncbsCbs
8091314;VILLAGE;Trapeang Thnong;"{""en"":""Trapeang Thnong"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;14;8091314;;1;ncbsCbs
8091315;VILLAGE;Damnak Pring;"{""en"":""Damnak Pring"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;15;8091315;;1;ncbsCbs
8091316;VILLAGE;Trapeang Prey Phum;"{""en"":""Trapeang Prey Phum"",""vi"":"""",""lo"":"""",""km"":""???????????????"",""mn"":""""}";CTM;16;8091316;;1;ncbsCbs
8091317;VILLAGE;Srae Reang;"{""en"":""Srae Reang"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;17;8091317;;1;ncbsCbs
8091318;VILLAGE;Ampil Rung;"{""en"":""Ampil Rung"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;18;8091318;;1;ncbsCbs
8091319;VILLAGE;Trapeang Putrea;"{""en"":""Trapeang Putrea"",""vi"":"""",""lo"":"""",""km"":""?????????????"",""mn"":""""}";CTM;19;8091319;;1;ncbsCbs
8091400;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;8091400;;1;ncbsCbs
8091401;VILLAGE;Prak Kdar;"{""en"":""Prak Kdar"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;1;8091401;;1;ncbsCbs
8091402;VILLAGE;Tep Pranam;"{""en"":""Tep Pranam"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;2;8091402;;1;ncbsCbs
8091403;VILLAGE;Kampong Choh Vear;"{""en"":""Kampong Choh Vear"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;3;8091403;;1;ncbsCbs
